time,pm_1,pm_25,pm_10,pm_4
2024-06-17 17:16:50,1.34,2.63,3.62,1.42
2024-06-17 17:16:52,1.32,2.44,3.4,1.39
2024-06-17 17:16:54,1.28,2.68,3.6,1.36
2024-06-17 17:16:57,1.25,2.41,3.79,1.32
2024-06-17 17:16:59,1.19,2.46,3.28,1.26
2024-06-17 17:17:02,1.14,2.54,3.31,1.2
2024-06-17 17:17:04,1.09,2.16,3.37,1.15
2024-06-17 17:17:06,1.04,2.3,3.46,1.1
2024-06-17 17:17:09,1.01,2.5,3.12,1.07
2024-06-17 17:17:11,1.0,2.45,2.99,1.0
2024-06-17 17:17:14,1.0,2.11,3.1,1.0
2024-06-17 17:17:16,1.0,2.19,3.19,1.0
2024-06-17 17:17:18,1.0,2.42,3.45,1.0
2024-06-17 17:17:21,1.0,2.22,3.29,1.03
2024-06-17 17:17:23,1.0,2.22,3.3,1.03
2024-06-17 17:17:26,1.0,2.11,3.17,1.01
2024-06-17 17:17:28,1.0,2.2,3.21,1.0
2024-06-17 17:17:30,1.0,2.41,3.37,1.0
